legacy_dataset,legacy_position,question,alternatives_json,answer_index,explanation,legal_status,source_sha256
svQs,4,"I. Os participantes de concursos de prognóstico (loterias) são contribuintes da seguridade social, tornando-se automaticamente segurados do RGPS ao apostar.
II. A lógica por trás dessa contribuição é o princípio de que toda a sociedade deve financiar a proteção social.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — os apostadores financiam indiretamente a seguridade via loterias, mas NÃO se tornam segurados do RGPS por isso. II é VERDADEIRA — reflete o princípio da universalidade do financiamento da seguridade social.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,5,"I. O aposentado pelo RGPS que retorna ao trabalho é isento de contribuir para o INSS.
II. As contribuições pagas pelo aposentado do RGPS que retorna ao trabalho não geram direito a nova aposentadoria, conforme entendimento do STF.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,I é FALSA — o aposentado que retorna ao trabalho volta como segurado OBRIGATÓRIO e deve contribuir sobre o novo salário. II é VERDADEIRA — o STF afastou a desaposentação; as contribuições do retorno não geram nova aposentadoria no RGPS.,legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,6,"I. A filiação ao RGPS dos segurados obrigatórios ocorre automaticamente com o início da atividade remunerada, independentemente do pagamento de contribuições pelo empregador.
II. Para o segurado facultativo, a filiação se concretiza com o simples cadastro no INSS, antes mesmo do primeiro pagamento.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — a filiação do obrigatório é automática com o exercício da atividade; o empregado não perde a qualidade de segurado se o empregador não pagar. II é FALSA — para o facultativo, a filiação exige manifestação de vontade E o pagamento da primeira contribuição; o cadastro sozinho não basta.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,7,"I. O período de graça para o segurado obrigatório que se torna desempregado involuntariamente e comprova essa condição pode chegar a 36 meses.
II. O segurado facultativo possui o mesmo período de graça do segurado obrigatório: 12 meses.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — regra geral 12 meses + 12 por ter mais de 120 contribuições + 12 por desemprego involuntário comprovado = 36 meses. II é FALSA — o segurado facultativo tem apenas 6 meses de período de graça, pois sua participação é voluntária.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,8,"I. A pensão por morte e o auxílio-reclusão exigem carência mínima de 12 contribuições para serem concedidos.
II. Para esses benefícios, basta que o falecido ou preso tivesse a qualidade de segurado no momento do evento.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — pensão por morte e auxílio-reclusão NÃO exigem carência; basta a qualidade de segurado no momento do evento. II é VERDADEIRA — são benefícios sem carência mínima de contribuições, dependendo apenas da manutenção da qualidade de segurado.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,9,"I. Para empregados com carteira assinada, a carência previdenciária conta desde o início da atividade, mesmo que o empregador não tenha recolhido as contribuições ao INSS.
II. Para contribuintes individuais e facultativos, a carência conta a partir do pagamento efetivo de cada contribuição.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",0,"Ambas são VERDADEIRAS. I — o empregado não é prejudicado pela omissão do empregador; a responsabilidade de recolher é deste. II — para contribuintes individuais e facultativos, só conta a partir do pagamento efetivo, pois não há responsável tributário que faça o desconto por eles.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,10,"I. O trabalhador em condição análoga à escravidão não pode ser considerado segurado obrigatório do RGPS, pois a relação de trabalho é ilegal.
II. O direito previdenciário protege o trabalho de fato, independentemente da legalidade do vínculo.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — mesmo em situação ilegal ou análoga à escravidão, o trabalhador é segurado obrigatório. II é VERDADEIRA — o RGPS protege quem trabalha de fato; a irregularidade é do empregador, não do trabalhador.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,11,"I. O segurado especial é o trabalhador urbano que exerce atividade por conta própria sem empregados.
II. Para o segurado especial comprovar o trabalho rural, não basta prova testemunhal isolada — é necessário início de prova material.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — o segurado especial é o trabalhador RURAL em regime de economia FAMILIAR, sem empregados permanentes, voltado à subsistência. II é VERDADEIRA — a jurisprudência exige início de prova material (documentos) para comprovar o trabalho rural.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,12,"I. A diarista, por não trabalhar de forma contínua para o mesmo tomador, é enquadrada como empregada doméstica.
II. A diarista é classificada como contribuinte individual no RGPS.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — a diarista NÃO é empregada doméstica, justamente por falta de continuidade. II é VERDADEIRA — por trabalhar de forma não contínua e por conta própria, é classificada como contribuinte individual.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,13,"I. A pejotização ocorre quando o trabalhador cria uma pessoa jurídica para prestar serviços, mesmo havendo subordinação, pessoalidade e habitualidade — características de vínculo empregatício.
II. Reconhecida a fraude da pejotização, não há consequências previdenciárias, apenas trabalhistas.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — pejotização é mascarar relação de emprego com subordinação via PJ, o que é fraude. II é FALSA — há consequências TAMBÉM previdenciárias: reconhecimento do vínculo gera cobrança retroativa de contribuições ao INSS.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,14,"I. O trabalhador avulso, apesar de não ter vínculo empregatício formal, possui os mesmos direitos previdenciários do empregado.
II. O trabalhador avulso presta serviços a uma única empresa por vez, com intermediação do sindicato.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — o avulso tem isonomia de direitos previdenciários com o empregado (CF, art. 7º, XXXIV). II é FALSA — o avulso presta serviços a DIVERSAS empresas (não uma só), sem vínculo em nenhuma, com intermediação de sindicato ou órgão gestor.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,15,"I. O aprendiz pode ser filiado ao RGPS como segurado obrigatório a partir dos 14 anos, desde que haja contrato de aprendizagem com finalidade educacional.
II. A regra geral para filiação obrigatória ao RGPS é de 18 anos de idade.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — aprendiz pode filiar-se a partir dos 14 anos com contrato educacional. II é FALSA — a regra geral é 16 anos, não 18. Portanto, I verdadeira e II falsa.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,16,"I. Contribuições pagas abaixo do valor do salário mínimo (após novembro de 2019) não contam automaticamente para a carência previdenciária.
II. Essas contribuições são simplesmente perdidas e não podem ser aproveitadas de forma alguma.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — após nov/2019, contribuições abaixo do mínimo não contam automaticamente para carência. II é FALSA — elas podem ser aproveitadas via COMPLEMENTAÇÃO (pagar a diferença) ou AGRUPAMENTO (somar contribuições menores até atingir o mínimo de um mês).",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,17,"I. A perda da qualidade de segurado após o período de graça cancela automaticamente o direito à aposentadoria por idade caso todos os requisitos já tenham sido cumpridos antes da perda.
II. Para reaver a qualidade de segurado após a perda, é necessário reiniciar as contribuições e, em alguns casos, cumprir novamente parte da carência.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — a perda da qualidade de segurado NÃO cancela direitos já adquiridos; quem já cumpriu os requisitos da aposentadoria programada antes da perda mantém o direito. II é VERDADEIRA — ao retornar ao sistema após a perda, pode ser necessário cumprir parte da carência novamente para certos benefícios.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,18,"I. A aposentadoria híbrida permite somar períodos de trabalho rural e urbano para fins de carência, aplicando a idade mínima reduzida do trabalhador rural.
II. Na aposentadoria híbrida, aplica-se a idade mínima urbana, sem o benefício da redução etária rural.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — a aposentadoria híbrida PERMITE somar períodos rurais e urbanos, mas aplica a IDADE MÍNIMA URBANA, não a reduzida. II é VERDADEIRA — exatamente: por incluir tempo urbano, perde-se o benefício da redução de idade.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,19,"I. Servidores públicos ocupantes de cargo efetivo são filiados ao RGPS como segurados obrigatórios.
II. Se um servidor público efetivo exercer também uma atividade autônoma fora do cargo, contribuirá para o RGPS nessa segunda atividade.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — servidores efetivos são filiados ao RPPS (regime próprio), NÃO ao RGPS. II é VERDADEIRA — se exercerem atividade fora do cargo (autônoma), passam a contribuir para o RGPS nessa atividade paralela.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,20,"I. No RGPS, o aposentado que continua trabalhando pode solicitar a 'desaposentação' para melhorar o valor do benefício com as novas contribuições.
II. O STF pacificou o entendimento de que a desaposentação não é permitida sem previsão legal expressa.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — o STF AFASTOU a possibilidade de desaposentação sem previsão legal; não é possível renunciar à aposentadoria para obter uma nova mais vantajosa. II é VERDADEIRA — RE 661256 (2016): STF decidiu que a desaposentação exige previsão legal, que não existe.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,21,"I. A qualidade de segurado é adquirida no momento da filiação e é permanente, não podendo ser perdida enquanto a pessoa estiver viva.
II. A qualidade de segurado pode ser perdida após o período de graça, caso o segurado não retome as contribuições.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — a qualidade de segurado NÃO é permanente; pode ser perdida após o período de graça sem contribuições. II é VERDADEIRA — encerrado o período de graça sem retorno às contribuições, o segurado perde a qualidade e, consequentemente, a proteção previdenciária.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,22,"I. A substituição tributária no âmbito previdenciário ocorre quando a lei atribui a uma pessoa a responsabilidade de recolher tributo devido por outra.
II. Na substituição tributária previdenciária, o substituído perde todos os direitos ao benefício, já que a contribuição foi feita por terceiro.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — esse é o conceito exato de substituição tributária. II é FALSA — o substituído (trabalhador) NÃO perde direitos; ao contrário, a lei o protege, presumindo que o desconto foi feito corretamente pelo responsável (empregador).",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,23,"I. O segurado facultativo de baixa renda pode contribuir com alíquota reduzida desde que inscrito em cadastro social e com renda familiar dentro do limite legal.
II. A contribuição reduzida do facultativo de baixa renda gera os mesmos direitos que a contribuição normal, incluindo aposentadoria por tempo de contribuição.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,I é VERDADEIRA — a modalidade de baixa renda exige inscrição em cadastro social e limite de renda familiar. II é FALSA — a contribuição reduzida gera acesso a apenas alguns benefícios; a aposentadoria por tempo de contribuição exige alíquota normal e não está disponível para essa modalidade reduzida.,legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,24,"I. O período em que o segurado recebe auxílio por incapacidade pode contar para fins de carência, desde que intercalado com contribuições.
II. É permitido contribuir após ficar doente para imediatamente solicitar auxílio-doença, pois o que importa é o número de contribuições no momento do pedido.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — o período de recebimento de benefício por incapacidade pode contar para carência se houver contribuições intercaladas, demonstrando continuidade na relação com o sistema. II é FALSA — isso é 'contribuição oportunista', vedada pelo INSS; não se pode contribuir após o evento incapacitante para obter o benefício.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,25,"I. O empregado doméstico precisa trabalhar de forma contínua, com subordinação, remuneração e sem finalidade lucrativa por parte do empregador.
II. O empregado doméstico somente pode prestar serviços em residências urbanas, sendo vedado o trabalho doméstico em propriedades rurais ou embarcações.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — esses são os requisitos do empregado doméstico. II é FALSA — o trabalho doméstico pode ocorrer em propriedades particulares como sítios ou embarcações, desde que não haja exploração econômica. Se houver lucro, deixa de ser doméstico.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,26,"I. O empresário, independentemente da forma de atuação, é enquadrado como contribuinte individual no RGPS.
II. Um diretor de empresa que possui subordinação hierárquica à empresa pode ser considerado empregado para fins previdenciários.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",0,"Ambas são VERDADEIRAS. I — o empresário (e sócios sem vínculo) é contribuinte individual no RGPS, independente do porte da empresa. II — se houver subordinação comprovada, o diretor pode ser reconhecido como empregado, com os respectivos direitos previdenciários.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,27,"I. O segurado obrigatório que possui mais de 120 contribuições e se desemprega tem direito a período de graça de 24 meses.
II. Se esse mesmo segurado também comprovar o desemprego involuntário, o período de graça pode ser estendido para até 48 meses.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — mais de 120 contribuições acrescenta 12 meses ao período base de 12, totalizando 24 meses. II é FALSA — o máximo é 36 meses (12 base + 12 por ter mais de 120 contribuições + 12 por desemprego involuntário), não 48 meses.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,28,"I. A carência é sinônimo de filiação ao RGPS — quem está filiado automaticamente cumpriu a carência para todos os benefícios.
II. Uma pessoa pode ser segurada (ter qualidade de segurado) mas ainda não ter cumprido a carência exigida para determinado benefício.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",2,"I é FALSA — filiação, qualidade de segurado e carência são conceitos distintos. Filiação é o vínculo; qualidade é a proteção ativa; carência é o número mínimo de contribuições para cada benefício. II é VERDADEIRA — quem acabou de se filiar é segurado, mas pode não ter as contribuições mínimas para, por exemplo, receber auxílio-doença.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,29,"I. Os vereadores que não estejam vinculados a regime próprio de previdência são segurados obrigatórios do RGPS desde a edição de lei específica em 2004.
II. Antes de 2004, os vereadores sempre foram segurados obrigatórios do RGPS, independentemente da existência de RPPS.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — ocupantes de mandato eletivo sem RPPS passaram a ser obrigatoriamente vinculados ao RGPS a partir de lei de 2004. II é FALSA — antes de 2004, não havia obrigatoriedade expressa; a vinculação obrigatória ao RGPS para esses casos foi introduzida pela lei específica mencionada.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,30,"I. No regime de economia familiar do segurado especial, é permitido o auxílio eventual de terceiros e o exercício de atividades complementares, desde que não descaracterizem a condição.
II. O segurado especial perde automaticamente essa condição se vender qualquer produto da sua produção rural.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — auxílio ocasional de terceiros e atividades complementares são permitidos no regime de economia familiar. II é FALSA — a comercialização da produção é PREVISTA e não descaracteriza a condição de segurado especial; ao contrário, é quando ocorre a comercialização que geralmente incide a contribuição previdenciária.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
svQs,31,"I. A aposentadoria por idade no RGPS, após a EC 103/2019, exige 65 anos para homens e 62 anos para mulheres, além do período de carência.
II. A reforma previdenciária (EC 103/2019) extinguiu por completo a aposentadoria por tempo de contribuição para todos os segurados, sem exceção.","[""Ambas verdadeiras"", ""I verdadeira, II falsa"", ""I falsa, II verdadeira"", ""Ambas falsas""]",1,"I é VERDADEIRA — a EC 103/2019 fixou 65 anos (H) e 62 anos (M) para aposentadoria por idade no RGPS. II é FALSA — a EC 103/2019 extinguiu a aposentadoria por tempo de contribuição para novos segurados, mas preservou regras de transição e direitos adquiridos de quem já havia cumprido os requisitos.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,1,Qual é o efeito da sentença que declara a nulidade absoluta do casamento?,"[""Opera ex nunc, preservando todos os efeitos passados"", ""Opera ex tunc, retroagindo à data da celebração"", ""Depende exclusivamente da boa-fé dos cônjuges"", ""Retroage apenas em relação aos filhos havidos do casamento""]",1,A sentença de nulidade absoluta opera ex tunc — retroage à data da celebração (art. 169 CC). A ação é imprescritível e pode ser proposta por qualquer interessado ou pelo MP.,legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,2,"Para que o casamento exista juridicamente, são indispensáveis dois elementos mínimos. Quais são eles?","[""Certidão de habilitação e pelo menos duas testemunhas"", ""Consentimento dos nubentes e celebração na forma da lei"", ""Registro civil e pacto antenupcial celebrado em cartório"", ""Habilitação prévia e ausência comprovada de impedimentos""]",1,"Para que o casamento exista são necessários: (1) consentimento — vontade livre dos nubentes — e (2) celebração na forma da lei. Faltando qualquer um desses elementos, o ato é inexistente — 'um nada para o direito'.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,3,"É casamento NULO, nos termos do art. 1.548 e 1.521 do Código Civil, aquele celebrado entre:","[""Menor de 16 anos sem autorização dos pais ou representante legal"", ""Primos em segundo grau, independentemente de autorização judicial"", ""Ascendentes e descendentes, seja o parentesco natural ou civil"", ""Cônjuge e o irmão do ex-cônjuge após divórcio""]",2,"Art. 1.521 CC: são impedimentos que geram nulidade absoluta os casamentos entre ascendentes e descendentes (naturais ou civis/adoção), entre irmãos, entre adotante e adotado, entre pessoas casadas (bigamia) etc. O casamento com menor de 16 anos é ANULÁVEL, não nulo.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,4,"Nos termos do art. 1.551 do CC, não se anulará o casamento contraído por menor que não completou 16 anos quando:","[""O menor completar 18 anos e não impugnar o ato"", ""Os representantes legais ratificarem expressamente o ato"", ""Houver gravidez resultante da relação conjugal"", ""O juiz suprir o consentimento dos representantes""]",2,"Art. 1.551 CC: não se anulará, por motivo de idade, o casamento de que resultou gravidez. A gravidez é causa de convalidação, independentemente da vontade dos representantes legais ou do próprio menor.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,5,"No casamento anulável por vício de vontade — erro essencial sobre a pessoa do cônjuge (art. 1.557 CC) —, o prazo decadencial para propor a ação anulatória é de:","[""180 dias contados da celebração do casamento"", ""2 anos contados da descoberta do vício"", ""3 anos contados da data da celebração do casamento"", ""4 anos contados do início da coabitação com ciência do vício""]",2,"Art. 1.560, III CC: o prazo para anular o casamento por erro essencial é de 3 anos, contados da data da CELEBRAÇÃO — não da descoberta do erro. Atenção: é prazo decadencial, não prescricional.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,6,O casamento putativo é instituto aplicável a qual plano da invalidade do negócio jurídico?,"[""Apenas à inexistência do casamento"", ""Apenas à nulidade absoluta do casamento"", ""À nulidade absoluta e à anulabilidade do casamento"", ""À anulabilidade e à inexistência do casamento""]",2,"O casamento putativo aplica-se à nulidade absoluta (art. 1.521 CC) e à anulabilidade (art. 1.550 CC), desde que haja boa-fé de ao menos um cônjuge. A INEXISTÊNCIA não gera casamento putativo — não produz qualquer efeito civil.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,7,"Segundo o art. 1.561 §2º do CC, se ambos os cônjuges estavam de má-fé ao celebrar o casamento nulo, os efeitos civis aproveitarão:","[""A nenhum deles, inclusive aos filhos havidos do casamento"", ""Somente ao cônjuge que primeiro propôs a ação de anulação"", ""Apenas aos filhos do casal, que são sempre protegidos"", ""A ambos os cônjuges, mas somente após o trânsito em julgado da sentença""]",2,"Art. 1.561 §2º CC: se ambos os cônjuges estavam de má-fé, os efeitos civis só aproveitarão aos filhos. Os filhos são sempre protegidos independentemente da boa ou má-fé dos pais (art. 227 §6º CF).",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,8,"Quanto ao cônjuge de MÁ-FÉ no casamento putativo, o art. 1.564 do CC determina que ele:","[""Mantém todos os direitos patrimoniais do casamento, pois já foram consolidados"", ""Perde todas as vantagens havidas do cônjuge inocente e deve cumprir as promessas do pacto antenupcial"", ""Tem direito à metade do patrimônio comum adquirido durante o casamento"", ""Responde apenas por danos morais perante o cônjuge inocente, sem perda patrimonial""]",1,Art. 1.564 CC: o cônjuge de má-fé perde todas as vantagens havidas do cônjuge inocente e deve cumprir as obrigações assumidas no pacto antenupcial. Pode ainda responder por danos morais e materiais (arts. 186 e 927 CC).,legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,9,Qual é o regime de bens aplicado automaticamente quando os nubentes não celebram pacto antenupcial?,"[""Comunhão universal de bens"", ""Separação convencional de bens"", ""Participação final nos aquestos"", ""Comunhão parcial de bens""]",3,"Art. 1.640 CC: não havendo convenção, ou sendo ela nula ou ineficaz, vigorará o regime da comunhão parcial de bens. É o regime legal ou supletivo — aplicado automaticamente na ausência de escolha expressa.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,10,"Na comunhão parcial de bens, o prêmio de loteria ganho por um dos cônjuges durante o casamento:","[""É bem exclusivo de quem ganhou, por ser fruto de ato pessoal"", ""Integra o patrimônio comum do casal, por ser bem adquirido por fato eventual"", ""Depende de quem efetivamente comprou o bilhete premiado"", ""É incomunicável por ser fato eventual e aleatório""]",1,"Art. 1.660, II CC: comunicam-se os bens adquiridos por fato eventual, com ou sem o concurso de trabalho ou despesa anterior. O prêmio de loteria é fato eventual e integra o patrimônio comum — independentemente de quem comprou o bilhete.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,11,"Na comunhão parcial, o salário recebido por um dos cônjuges durante o casamento e os bens adquiridos com esse salário:","[""Ambos são incomunicáveis — salário e bens comprados com ele"", ""O salário é incomunicável, mas os bens comprados onerosamente com ele durante o casamento comunicam-se"", ""Ambos se comunicam, pois foram obtidos na constância do casamento"", ""O salário comunica-se; os bens são incomunicáveis por serem fruto do trabalho pessoal""]",1,"Art. 1.659, VI CC: os proventos do trabalho pessoal são incomunicáveis. Mas o art. 1.660, I CC: comunicam-se os bens adquiridos onerosamente na constância do casamento. O salário é incomunicável; os bens comprados com ele durante o casamento, não.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,12,"Na comunhão universal de bens, qual das alternativas abaixo representa um bem que NÃO se comunica?","[""Bens adquiridos por herança antes do casamento"", ""Bens comprados durante o casamento com renda própria"", ""Proventos do trabalho pessoal de cada cônjuge, nos termos do art. 1.668, VI do CC"", ""Frutos dos bens incomunicáveis percebidos durante o casamento""]",2,"Art. 1.668, VI CC: os proventos do trabalho pessoal de cada cônjuge são incomunicáveis mesmo na comunhão universal. Atenção: os bens adquiridos com esses proventos DURANTE o casamento comunicam-se (art. 1.660), e os frutos dos bens incomunicáveis também se comunicam (art. 1.669).",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,13,"A Súmula 377 do STF determina que, no regime de separação LEGAL (obrigatória) de bens:","[""Nenhum bem se comunica entre os cônjuges, inclusive os adquiridos durante o casamento"", ""Comunicam-se os bens adquiridos onerosamente na constância do casamento"", ""Apenas os bens anteriores ao casamento se comunicam entre os cônjuges"", ""O cônjuge supérstite não tem direito à herança dos bens adquiridos durante o casamento""]",1,"Súmula 377/STF: 'No regime de separação legal de bens, comunicam-se os adquiridos na constância do casamento.' Os aquestos (bens comprados onerosamente durante o casamento) comunicam-se com base na presunção do esforço comum.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
dc5Qs,14,"O STF, no julgamento do ARE 1.309.642 (Tema 1.236 — fevereiro de 2024), decidiu sobre o regime de separação obrigatória para maiores de 70 anos que:","[""O regime foi declarado inconstitucional e abolido completamente pelo Supremo"", ""O regime permanece obrigatório e irrenunciável em todos os casos, sem exceção"", ""O regime pode ser afastado por expressa manifestação de vontade mediante escritura pública"", ""O regime só pode ser afastado mediante autorização judicial prévia e fundamentada""]",2,"Tema 1.236/STF (ARE 1.309.642 — 01/02/2024 — unânime, rel. Min. Barroso): nos casamentos e uniões estáveis envolvendo pessoa maior de 70 anos, o regime de separação obrigatória pode ser afastado por EXPRESSA MANIFESTAÇÃO DE VONTADE das partes, por escritura pública. Efeitos prospectivos — não retroage.",legacy_unverified,3ca391d210e5edca9c8a05d42399c3010b915d32392dd0ca72230fb8dc2b3733
